Stab,ST2,ST4,Brand,Sample Code,Data,Gruppo parametri,ABD,Alcol % peso,Alcol % vol,Amaro,Apparent Attenuation (%),Attenuazione Reale (RDF) %,Attenuazione vendita apparente %p,Azoto alfa-amminico t.q.,Cellule all'insemenzamento,Chill-back Start Time,Colore EBC,Data riempimento,Diacetile + precursori (ferm.),Differenza apparente-limite,Durata di conservazione lievito in cella,Durata raffreddamento,Estratto apparente,Estratto apparente limite %Pp,Estratto reale ,Fermentation rate (13.5°-5.5°),Fermentazione STEP 1,Fermentazione STEP 2,Final attenuation (EVG),Grado primitivo %Pp,Hopped Wort,Hopped Wort (37°C),Hopped Wort Actidione,Iso-alfa acidi,Maturazione STEP 3,NBB-A,NBB-B,Occupancy in fermentation,Occupancy in fermentation Racking,Pentandione + precursori,pH,pH minimo (End of Ferm),Plato chiusura freddo,Quotazione lievito - NBB-B,Raffreddamento STEP 3,Raffreddamento STEP 4,Rapporto ER/ABW,Temperatura Fermentazione,Temperatura STEP 1,Temperatura STEP 2,Temperatura STEP 3,Temp. lievito all'insemenzamento,Tempo di riduzione diacetile
PD,FE,FENA,Nastro Azzurro,21035917,19/08/2021,Fermentazione Nastro Azzurro AGH,,,,,,,,,17.60,260.00,,,36.00,,36.25,,,,,2.06,20.00,80.00,,,,,,,132.00,,,288.00,,101.00,,,7.40,,,12.00,,,10.40,,14.00,2.20,11.00
PD,FE,FENA,Nastro Azzurro,21035917,19/08/2021,Lista di fermentazione N. Azzurro,,5.22,6.66,,,67.49,83.56,,,,,,,0.64,,,2.43,1.79,4.80,,,,,14.77,,,,,,,,,,,4.30,4.22,,,,,0.92,,,,,,
PD,FE,FENA,Nastro Azzurro,21035917,19/08/2021,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21035944,19/08/2021,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21035944,19/08/2021,Fermentazione Nastro Azzurro AGH,,,,,,,,,17.50,250.00,,,40.00,,43.00,,,,,2.06,30.00,73.00,,,,,,,153.00,,,288.00,,68.00,,,7.40,,,29.00,,,10.50,,14.00,2.20,10.50
PD,FE,FENA,Nastro Azzurro,21035944,19/08/2021,Lista di fermentazione N. Azzurro,,5.40,6.89,,,68.56,84.83,,,,,,,0.37,,,2.28,1.91,4.72,,,,,15.01,,,,,,,,,,,4.25,4.18,,,,,0.87,,,,,,
PD,FE,FENA,Nastro Azzurro,21035944,19/08/2021,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21035945,19/08/2021,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21035945,19/08/2021,Fermentazione Nastro Azzurro AGH,,,,,,,,,17.80,259.00,,,40.00,,10.00,,,,,2.26,29.00,79.00,,,,,,,137.00,,,286.00,,75.00,,,7.40,,,11.00,,,10.50,,14.00,2.20,10.67
PD,FE,FENA,Nastro Azzurro,21035945,19/08/2021,Lista di fermentazione N. Azzurro,,5.30,6.77,,,66.89,82.80,,,,,,,0.73,,,2.60,1.87,5.00,,,,,15.10,,,,,,,,,,,4.20,4.11,,,,,0.94,,,,,,
PD,FE,FENA,Nastro Azzurro,21035945,19/08/2021,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21035946,19/08/2021,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21035946,19/08/2021,Fermentazione Nastro Azzurro AGH,,,,,,,,,17.60,264.00,,,35.00,,28.20,,,,,2.04,27.00,77.00,,,,,,,145.00,,,287.00,,100.00,,,7.80,,,11.00,,,10.50,,14.00,2.30,11.00
PD,FE,FENA,Nastro Azzurro,21035946,19/08/2021,Lista di fermentazione N. Azzurro,,5.37,6.85,,,68.92,85.28,,,,,,,0.34,,,2.19,1.85,4.62,,,,,14.87,,,,,,,,,,,4.35,4.28,,,,,0.86,,,,,,
PD,FE,FENA,Nastro Azzurro,21035946,19/08/2021,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21035947,19/08/2021,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21035947,19/08/2021,Fermentazione Nastro Azzurro AGH,,,,,,,,,17.40,250.00,,,40.00,,16.50,,,,,2.34,26.00,75.00,,,,,,,129.00,,,287.00,,102.00,,,7.40,,,27.00,,,10.50,,14.00,2.30,10.00
PD,FE,FENA,Nastro Azzurro,21035947,19/08/2021,Lista di fermentazione N. Azzurro,,5.45,6.95,,,69.22,85.69,,,,,,,0.32,,,2.15,1.83,4.62,,,,,15.01,,,,,,,,,,,4.25,4.18,,,,,0.85,,,,,,
PD,FE,FENA,Nastro Azzurro,21035947,19/08/2021,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21035948,19/08/2021,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21035948,19/08/2021,Fermentazione Nastro Azzurro AGH,,,,,,,,,17.50,256.00,,,38.00,,14.00,,,,,2.43,32.00,76.00,,,,,,,123.00,,,288.00,,96.00,,,7.40,,,34.00,,,10.50,,14.00,2.30,11.00
PD,FE,FENA,Nastro Azzurro,21035948,19/08/2021,Lista di fermentazione N. Azzurro,,5.49,7.00,,,68.99,85.31,,,,,,,0.41,,,2.23,1.82,4.70,,,,,15.16,,,,,,,,,,,4.30,4.23,,,,,0.86,,,,,,
PD,FE,FENA,Nastro Azzurro,21035948,19/08/2021,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21035974,19/08/2021,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21035974,19/08/2021,Fermentazione Nastro Azzurro AGH,,,,,,,,,17.20,262.00,,,32.00,,26.30,,,,,1.48,25.00,108.00,,,,,,,172.00,,,287.00,,71.00,,,7.40,,,10.00,,,9.50,,14.00,2.23,13.42
PD,FE,FENA,Nastro Azzurro,21035974,19/08/2021,Lista di fermentazione N. Azzurro,,5.27,6.73,,,66.49,82.30,,,,,,,0.87,,,2.67,1.80,5.06,,,,,15.10,,,,,,,,,,,4.40,4.32,,,,,0.96,,,,,,
PD,FE,FENA,Nastro Azzurro,21035974,19/08/2021,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21035975,19/08/2021,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21035975,19/08/2021,Fermentazione Nastro Azzurro AGH,,,,,,,,,18.00,264.00,,,29.00,,25.45,,,,,2.43,26.00,72.00,,,,,,,140.00,,,288.00,,34.00,,,7.40,,,25.00,,,10.60,,14.00,2.30,10.75
PD,FE,FENA,Nastro Azzurro,21035975,19/08/2021,Lista di fermentazione N. Azzurro,,5.44,6.94,,,69.14,85.58,,,,,,,0.37,,,2.16,1.79,4.63,,,,,15.00,,,,,,,,,,,4.30,4.21,,,,,0.85,,,,,,
PD,FE,FENA,Nastro Azzurro,21035975,19/08/2021,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21035976,19/08/2021,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21035976,19/08/2021,Fermentazione Nastro Azzurro AGH,,,,,,,,,16.70,263.00,,,38.00,,28.45,,,,,2.34,24.00,75.00,,,,,,,134.00,,,287.00,,79.00,,,7.80,,,11.00,,,10.50,,14.00,2.30,10.54
PD,FE,FENA,Nastro Azzurro,21035976,19/08/2021,Lista di fermentazione N. Azzurro,,5.32,6.78,,,69.16,86.01,,,,,,,0.24,,,2.06,1.82,4.53,,,,,14.69,,,,,,,,,,,4.25,4.19,,,,,0.85,,,,,,
PD,FE,FENA,Nastro Azzurro,21035976,19/08/2021,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21035977,19/08/2021,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21035977,19/08/2021,Fermentazione Nastro Azzurro AGH,,,,,,,,,18.00,264.00,,,38.00,,17.00,,,,,2.67,26.00,71.00,,,,,,,123.00,,,287.00,,96.00,,,7.40,,,34.00,,,11.00,,13.00,2.30,12.25
PD,FE,FENA,Nastro Azzurro,21035977,19/08/2021,Lista di fermentazione N. Azzurro,,5.28,6.73,,,69.06,85.51,,,,,,,0.57,,,2.12,1.75,4.52,,,,,14.61,,,,,,,,,,,4.25,4.17,,,,,0.86,,,,,,
PD,FE,FENA,Nastro Azzurro,21035977,19/08/2021,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21036131,20/08/2021,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21036131,20/08/2021,Fermentazione Nastro Azzurro AGH,,,,,,,,,17.60,228.00,,,40.00,,21.20,,,,,2.59,28.00,72.00,,,,,,,118.00,,,288.00,,124.00,,,7.80,,,10.00,,,10.60,,14.00,2.30,10.08
PD,FE,FENA,Nastro Azzurro,21036131,20/08/2021,Lista di fermentazione N. Azzurro,,5.29,6.75,,,67.86,84.02,,,,,,,0.44,,,2.38,1.94,4.78,,,,,14.87,,,,,,,,,,,4.25,4.19,,,,,0.90,,,,,,
PD,FE,FENA,Nastro Azzurro,21036131,20/08/2021,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21036148,20/08/2021,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21036148,20/08/2021,Fermentazione Nastro Azzurro AGH,,,,,,,,,17.00,258.00,,,38.00,,11.10,,,,,2.49,21.00,67.00,,,,,,,114.00,,,287.00,,68.00,,,7.40,,,11.00,,,10.50,,14.00,2.30,10.00
PD,FE,FENA,Nastro Azzurro,21036148,20/08/2021,Lista di fermentazione N. Azzurro,,4.99,6.37,,,66.50,82.32,,,,,,,0.39,,,2.54,2.15,4.81,,,,,14.36,,,,,,,,,,,4.30,4.23,,,,,0.96,,,,,,
PD,FE,FENA,Nastro Azzurro,21036148,20/08/2021,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21036149,20/08/2021,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21036149,20/08/2021,Fermentazione Nastro Azzurro AGH,,,,,,,,,19.00,234.00,,,40.00,,26.55,,,,,2.49,24.00,60.00,,,,,,,121.00,,,288.00,,101.00,,,7.40,,,24.00,,,10.60,,14.00,2.30,10.88
PD,FE,FENA,Nastro Azzurro,21036149,20/08/2021,Lista di fermentazione N. Azzurro,,5.32,6.79,,,68.40,84.57,,,,,,,0.38,,,2.29,1.91,4.69,,,,,14.84,,,,,,,,,,,0.43,4.23,,,,,0.88,,,,,,
PD,FE,FENA,Nastro Azzurro,21036149,20/08/2021,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21036150,20/08/2021,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21036150,20/08/2021,Fermentazione Nastro Azzurro AGH,,,,,,,,,17.20,264.00,,,35.00,,,,,,,2.00,12.00,59.00,,,,,,,157.00,,,288.00,,118.00,,,7.40,,,33.00,,,11.00,,12.00,,10.71
PD,FE,FENA,Nastro Azzurro,21036150,20/08/2021,Lista di fermentazione N. Azzurro,,5.18,6.61,,,67.10,83.05,,,,,,,0.62,,,2.50,1.88,4.85,,,,,14.74,,,,,,,,,,,4.30,4.22,,,,,0.94,,,,,,
PD,FE,FENA,Nastro Azzurro,21036150,20/08/2021,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21036151,20/08/2021,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21036151,20/08/2021,Fermentazione Nastro Azzurro AGH,,,,,,,,,17.40,247.00,,,35.00,,12.10,,,,,2.18,24.00,72.00,,,,,,,123.00,,,288.00,,93.00,,,7.60,,,9.00,,,10.60,,14.00,2.30,10.42
PD,FE,FENA,Nastro Azzurro,21036151,20/08/2021,Lista di fermentazione N. Azzurro,,5.33,6.80,,,68.16,84.38,,,,,,,0.41,,,2.33,1.92,4.75,,,,,14.92,,,,,,,,,,,4.30,4.22,,,,,0.89,,,,,,
PD,FE,FENA,Nastro Azzurro,21036151,20/08/2021,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21036152,20/08/2021,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21036152,20/08/2021,Fermentazione Nastro Azzurro AGH,,,,,,,,,17.30,219.00,,,36.00,,27.15,,,,,2.49,20.00,65.00,,,,,,,115.00,,,288.00,,86.00,,,7.60,,,14.00,,,10.60,,14.00,2.30,10.21
PD,FE,FENA,Nastro Azzurro,21036152,20/08/2021,Lista di fermentazione N. Azzurro,,5.28,6.73,,,69.11,85.55,,,,,,,0.03,,,2.11,2.08,4.51,,,,,14.60,,,,,,,,,,,4.20,4.11,,,,,0.85,,,,,,
PD,FE,FENA,Nastro Azzurro,21036152,20/08/2021,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21036153,20/08/2021,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21036153,20/08/2021,Fermentazione Nastro Azzurro AGH,,,,,,,,,17.20,214.00,,,37.00,,32.15,,,,,2.40,11.00,67.00,,,,,,,108.00,,,283.00,,99.00,,,7.60,,,14.00,,,10.60,,14.00,2.30,10.00
PD,FE,FENA,Nastro Azzurro,21036153,20/08/2021,Lista di fermentazione N. Azzurro,,5.22,6.65,,,68.83,85.12,,,,,,,0.20,,,2.16,1.96,4.52,,,,,14.50,,,,,,,,,,,4.15,4.08,,,,,0.87,,,,,,
PD,FE,FENA,Nastro Azzurro,21036153,20/08/2021,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21036154,20/08/2021,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21036154,20/08/2021,Fermentazione Nastro Azzurro AGH,,,,,,,,,18.70,242.00,,,37.00,,5.50,,,,,2.46,32.00,67.00,,,,,,,113.00,,,288.00,,81.00,,,7.40,,,20.00,,,10.40,,14.00,2.30,10.21
PD,FE,FENA,Nastro Azzurro,21036154,20/08/2021,Lista di fermentazione N. Azzurro,,5.30,6.76,,,68.56,84.83,,,,,,,0.04,,,2.24,2.20,4.64,,,,,14.76,,,,,,,,,,,4.20,4.12,,,,,0.88,,,,,,
PD,FE,FENA,Nastro Azzurro,21036154,20/08/2021,Microbiologia FV48/96,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21036155,20/08/2021,CIP Tank Cantina,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FENA,Nastro Azzurro,21036155,20/08/2021,Fermentazione Nastro Azzurro AGH,,,,,,,,,16.00,262.00,,,40.00,,12.40,,,,,2.26,20.00,74.00,,,,,,,124.00,,,286.00,,87.00,,,7.80,,,16.00,,,10.50,,14.00,2.30,10.75
PD,FE,FENA,Nastro Azzurro,21036155,20/08/2021,Lista di fermentazione N. Azzurro,,4.82,6.14,,,67.99,84.20,,,,,,,0.02,,,2.15,2.13,4.36,,,,,13.62,,,,,,,,,,,4.35,4.29,,,,,0.90,,,,,,
